Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,338.000000,339.500000,336.000000,337.549988,319.837677,635013
2010-01-05,338.549988,342.399994,330.500000,331.500000,314.105194,1664976
2010-01-06,332.000000,348.899994,330.350006,344.899994,326.802032,3580916
2010-01-07,346.000000,350.399994,340.500000,342.049988,324.101532,1555841
2010-01-08,345.000000,346.500000,340.200012,341.100006,323.201416,913410
2010-01-11,343.799988,346.200012,341.000000,342.299988,324.338440,741426
2010-01-12,342.299988,344.399994,336.549988,339.649994,321.827515,1083070
2010-01-13,338.899994,345.700012,337.000000,341.850006,323.912079,957815
2010-01-14,344.450012,345.000000,340.000000,340.799988,322.917145,750438
2010-01-15,341.299988,353.000000,338.649994,350.200012,331.823883,2637077
2010-01-18,349.500000,358.399994,345.100006,348.049988,329.786743,1472491
2010-01-19,348.899994,351.500000,341.000000,342.450012,324.480621,717425
2010-01-20,343.000000,347.700012,341.399994,342.549988,324.575287,713101
2010-01-21,342.549988,347.950012,336.000000,337.500000,319.790283,764069
2010-01-22,335.799988,337.000000,323.350006,330.299988,312.968140,1541620
2010-01-25,325.000000,332.700012,320.000000,326.950012,309.793915,527544
2010-01-27,326.000000,326.850006,310.000000,313.500000,297.049652,1479710
2010-01-28,316.100006,328.000000,314.200012,317.850006,301.171417,2473512
2010-01-29,318.100006,323.750000,303.000000,317.200012,300.555542,2282638
2010-02-01,319.000000,327.899994,316.500000,326.049988,308.941132,964639
2010-02-02,326.049988,329.899994,311.250000,313.750000,297.286560,1101300
2010-02-03,318.850006,327.000000,316.000000,320.700012,303.871918,668662
2010-02-04,320.500000,320.700012,310.600006,313.149994,296.718018,883457
2010-02-05,310.000000,313.000000,304.600006,309.500000,293.259583,1380008
2010-02-06,null,null,null,null,null,null
2010-02-08,311.500000,318.000000,304.450012,316.750000,300.129120,790303
2010-02-09,317.000000,322.899994,314.350006,321.399994,304.535187,837918
2010-02-10,323.000000,325.600006,311.250000,312.250000,295.865204,930007
2010-02-11,313.000000,317.750000,311.350006,312.100006,295.723175,536129
2010-02-15,313.000000,317.950012,312.000000,316.700012,300.081787,722606
2010-02-16,317.000000,323.500000,316.350006,322.500000,305.577393,770797
2010-02-17,323.000000,325.899994,317.049988,318.799988,302.071533,906159
2010-02-18,319.000000,324.750000,317.100006,318.000000,301.313538,565791
2010-02-19,318.000000,319.000000,313.100006,316.149994,299.560638,510660
2010-02-22,317.149994,320.399994,311.100006,312.799988,296.386414,756896
2010-02-23,312.549988,312.950012,305.350006,309.899994,293.638580,816336
2010-02-24,309.000000,309.500000,302.049988,303.149994,287.242798,1128945
2010-02-25,304.500000,309.799988,301.799988,303.549988,287.621765,1838444
2010-02-26,305.000000,319.000000,303.350006,316.149994,299.560638,1066163
2010-03-02,311.000000,319.950012,311.000000,315.299988,298.755249,699176
2010-03-03,316.000000,321.899994,315.549988,320.549988,303.729706,1130913
2010-03-04,320.549988,321.899994,315.200012,318.250000,301.550446,1419352
2010-03-05,321.000000,325.500000,319.750000,321.299988,304.440399,1365247
2010-03-08,321.500000,324.899994,318.049988,321.600006,304.724609,841443
2010-03-09,322.000000,323.850006,314.000000,314.450012,297.949860,915288
2010-03-10,315.000000,320.000000,314.500000,316.200012,299.608063,852963
2010-03-11,316.500000,320.450012,316.100006,318.299988,301.597778,1038962
2010-03-12,319.049988,321.299988,315.100006,316.000000,299.418518,462648
2010-03-15,316.100006,321.000000,313.100006,314.399994,297.902496,370546
2010-03-16,314.500000,319.899994,314.500000,317.799988,301.124084,372492
2010-03-17,318.500000,334.299988,318.500000,332.200012,314.768463,2491427
2010-03-18,334.000000,336.000000,327.549988,329.250000,311.973206,1336085
2010-03-19,330.000000,335.000000,328.299988,333.500000,316.000183,1063228
2010-03-22,326.000000,338.299988,326.000000,333.350006,315.858154,1169177
2010-03-23,334.000000,343.899994,334.000000,342.000000,324.054169,2492255
2010-03-25,342.000000,351.799988,339.000000,348.799988,330.497375,3023465
2010-03-26,350.000000,354.750000,343.500000,344.799988,326.707245,1259723
2010-03-29,340.000000,348.399994,335.700012,342.549988,324.575287,1190836
2010-03-30,344.000000,354.850006,336.200012,338.149994,320.406281,674617
2010-03-31,339.000000,341.549988,334.000000,338.350006,320.595764,707879
2010-04-01,339.000000,342.850006,337.649994,339.000000,321.211609,738013
2010-04-05,340.000000,351.350006,340.000000,349.950012,331.587006,1279262
2010-04-06,351.000000,351.899994,338.000000,338.399994,320.643066,1274158
2010-04-07,340.000000,340.950012,333.549988,336.299988,318.653290,1274324
2010-04-08,337.899994,338.500000,330.600006,335.200012,317.610992,1067527
2010-04-09,337.000000,338.000000,332.100006,335.399994,317.800507,1244003
2010-04-12,335.399994,336.000000,329.100006,334.000000,316.473907,1961948
2010-04-13,335.500000,336.500000,333.100006,334.799988,317.231995,1017904
2010-04-15,337.000000,337.899994,327.649994,330.200012,312.873413,1240752
2010-04-16,330.000000,333.850006,324.450012,330.399994,313.062836,968600
2010-04-19,329.000000,335.000000,322.100006,333.100006,315.621185,985314
2010-04-20,335.000000,335.750000,327.399994,329.049988,311.783691,1580997
2010-04-21,332.000000,336.799988,329.100006,334.250000,316.710876,1815910
2010-04-22,335.500000,339.950012,328.500000,331.950012,314.531555,1324223
2010-04-23,333.000000,333.899994,329.149994,331.600006,314.199921,637429
2010-04-26,333.000000,336.500000,328.899994,329.750000,312.446960,477958
2010-04-27,327.000000,336.250000,327.000000,335.049988,317.468842,913362
2010-04-28,333.750000,338.450012,330.399994,336.750000,319.079681,1131512
2010-04-29,338.000000,340.450012,331.100006,332.700012,315.242218,1231208
2010-04-30,336.000000,345.000000,335.049988,343.149994,325.143860,2069080
2010-05-03,345.000000,345.000000,336.549988,337.649994,319.932465,959786
2010-05-04,338.000000,340.899994,332.100006,334.799988,317.231995,683342
2010-05-05,331.000000,339.799988,328.000000,335.200012,317.610992,1222625
2010-05-06,337.000000,348.500000,335.200012,345.600006,327.465302,2542312
2010-05-07,343.000000,353.850006,339.850006,342.049988,324.101532,2889590
2010-05-10,344.000000,345.000000,309.799988,319.000000,302.261108,4312483
2010-05-11,318.000000,324.500000,312.049988,313.899994,297.428680,2504025
2010-05-12,315.000000,319.000000,313.899994,315.500000,298.944702,1299609
2010-05-13,320.100006,320.100006,314.100006,314.649994,298.139313,754474
2010-05-14,314.500000,318.799988,312.049988,313.149994,296.718018,697682
2010-05-17,312.000000,316.000000,306.100006,314.950012,298.423645,911844
2010-05-18,316.000000,317.399994,310.000000,311.200012,294.870361,903395
2010-05-19,309.700012,314.899994,309.000000,312.350006,295.960022,1832136
2010-05-20,314.000000,321.000000,310.100006,317.649994,300.981964,1531012
2010-05-21,313.000000,324.000000,311.750000,316.600006,299.987061,2239427
2010-05-24,319.600006,322.700012,312.000000,313.350006,296.907593,904502
2010-05-25,313.500000,315.399994,309.649994,312.899994,296.481201,1332477
2010-05-26,316.000000,320.799988,314.000000,319.399994,302.640076,910166
2010-05-27,320.000000,320.899994,314.450012,317.000000,300.365997,1618806
2010-05-28,319.000000,321.799988,317.750000,320.350006,303.540222,1028008
2010-05-31,321.000000,325.450012,317.100006,319.000000,302.261108,1770808
2010-06-01,319.500000,325.000000,317.250000,324.000000,306.998749,2248169
2010-06-02,323.000000,327.950012,322.200012,324.750000,307.709381,1282374
2010-06-03,326.000000,327.450012,322.000000,323.899994,306.903900,1018702
2010-06-04,323.899994,326.700012,323.899994,325.100006,308.040985,345058
2010-06-07,321.000000,323.500000,318.250000,322.049988,305.151001,1507894
2010-06-08,324.000000,327.399994,321.000000,324.049988,307.046051,1425716
2010-06-09,326.000000,326.799988,320.700012,324.399994,307.377716,605746
2010-06-10,324.399994,337.000000,324.149994,335.450012,317.847870,1520702
2010-06-11,337.000000,342.250000,334.049988,337.600006,319.885101,1475551
2010-06-14,338.500000,341.649994,335.700012,340.299988,322.443359,740459
2010-06-15,340.049988,341.000000,332.700012,338.000000,320.264099,718333
2010-06-16,340.200012,344.950012,330.549988,333.399994,315.905457,1739491
2010-06-17,334.000000,336.250000,329.250000,334.649994,317.089874,734646
2010-06-18,335.149994,339.000000,331.250000,338.100006,320.358826,919252
2010-06-21,339.000000,341.350006,337.750000,340.000000,322.159119,691196
2010-06-22,340.000000,340.000000,335.399994,336.350006,318.700653,641050
2010-06-23,336.350006,340.399994,333.549988,339.100006,321.306366,1027595
2010-06-24,340.000000,342.799988,337.049988,341.299988,323.390930,1418902
2010-06-25,340.799988,350.500000,340.799988,347.100006,328.886566,1515760
2010-06-28,348.000000,352.000000,344.299988,348.399994,330.118378,779746
2010-06-29,348.399994,348.399994,340.000000,340.600006,322.727692,491114
2010-06-30,338.000000,341.700012,334.350006,338.500000,320.737885,1223210
2010-07-01,338.000000,339.799988,334.549988,335.250000,317.658417,417953
2010-07-02,334.500000,338.799988,334.500000,336.799988,319.127014,348768
2010-07-05,338.000000,342.899994,336.049988,337.299988,319.600800,711437
2010-07-06,340.000000,341.799988,338.000000,338.899994,321.116913,623902
2010-07-07,339.500000,340.000000,333.299988,334.649994,317.089874,718631
2010-07-08,336.000000,340.750000,335.700012,339.450012,321.638000,634822
2010-07-09,339.450012,340.200012,336.549988,338.350006,320.595764,375238
2010-07-12,336.000000,338.500000,330.200012,335.899994,318.274261,395923
2010-07-13,336.500000,337.600006,334.500000,335.600006,317.990021,378885
2010-07-14,337.000000,341.000000,328.100006,329.750000,312.446960,779905
2010-07-15,332.000000,334.600006,325.500000,327.600006,310.409760,771358
2010-07-16,328.000000,331.200012,326.299988,330.600006,313.252411,997589
2010-07-19,330.600006,332.000000,328.000000,330.049988,312.731232,369844
2010-07-20,329.049988,331.450012,326.000000,326.600006,309.462280,309968
2010-07-21,325.000000,328.750000,324.200012,325.299988,308.230499,735426
2010-07-22,327.000000,330.799988,326.149994,328.049988,310.836182,888355
2010-07-23,330.000000,330.000000,325.000000,325.549988,310.359528,659872
2010-07-26,327.000000,329.200012,324.799988,325.500000,310.311890,565030
2010-07-27,326.500000,328.450012,323.899994,325.700012,310.502594,501605
2010-07-28,326.000000,332.399994,326.000000,330.450012,315.030914,1775487
2010-07-29,331.000000,333.799988,326.000000,327.299988,312.027802,1271940
2010-07-30,328.000000,330.899994,323.350006,326.299988,311.074524,853518
2010-08-02,327.000000,328.450012,325.000000,325.649994,310.454865,623879
2010-08-03,326.500000,327.000000,323.100006,325.850006,310.645508,458255
2010-08-04,325.299988,326.049988,322.049988,323.649994,308.548187,574790
2010-08-05,323.899994,325.000000,320.100006,320.649994,305.688171,613506
2010-08-06,320.649994,323.450012,320.500000,321.500000,306.498505,777731
2010-08-09,322.799988,324.899994,318.350006,319.899994,304.973145,663602
2010-08-10,321.049988,321.049988,317.000000,319.100006,304.210449,558974
2010-08-11,318.700012,319.950012,312.500000,313.149994,298.538116,1338432
