Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,179.100006,179.990005,178.000000,178.865005,162.925415,80350
2010-01-05,179.800003,180.494995,178.500000,179.429993,163.440033,849100
2010-01-06,181.475006,181.475006,178.100006,178.889999,162.948135,73450
2010-01-07,179.875000,179.875000,176.899994,177.065002,161.285767,240320
2010-01-08,177.449997,183.399994,177.065002,179.990005,163.950150,711310
2010-01-11,178.000000,181.990005,177.505005,179.684998,163.672272,173420
2010-01-12,179.000000,187.899994,179.000000,184.375000,167.944336,1148010
2010-01-13,177.000000,187.699997,171.160004,185.824997,169.265137,432050
2010-01-14,187.300003,192.800003,186.520004,188.169998,171.401184,230890
2010-01-15,187.125000,192.699997,186.520004,187.195007,170.513062,372180
2010-01-18,188.889999,191.100006,186.000000,186.660004,170.025742,125790
2010-01-19,189.475006,189.475006,182.500000,184.479996,168.039993,199220
2010-01-20,183.804993,186.255005,182.100006,182.695007,166.414047,120360
2010-01-21,182.695007,183.794998,179.610001,181.205002,165.056839,108870
2010-01-22,179.000000,181.000000,174.500000,176.505005,160.775711,334690
2010-01-25,177.500000,181.500000,176.699997,177.639999,161.809494,263830
2010-01-27,176.500000,181.899994,174.934998,176.460007,160.734695,372840
2010-01-28,178.000000,182.389999,177.104996,180.279999,164.214279,373290
2010-01-29,179.800003,186.500000,177.500000,185.220001,168.714050,275390
2010-02-01,186.994995,193.500000,183.000000,191.755005,174.666687,367220
2010-02-02,192.500000,193.054993,187.000000,187.565002,170.850067,302690
2010-02-03,189.389999,192.500000,187.990005,191.460007,174.397934,419240
2010-02-04,191.399994,192.550003,188.500000,191.820007,174.725922,148690
2010-02-05,186.500000,199.500000,186.500000,193.625000,176.370041,1872490
2010-02-06,null,null,null,null,null,null
2010-02-08,196.000000,198.500000,194.500000,194.774994,177.417526,407370
2010-02-09,194.404999,198.300003,194.404999,196.270004,178.779343,508880
2010-02-10,198.000000,202.500000,194.500000,197.960007,180.318695,514110
2010-02-11,199.369995,199.899994,193.000000,194.475006,177.144302,371620
2010-02-15,198.975006,198.975006,190.500000,193.449997,176.210617,385570
2010-02-16,203.100006,203.100006,189.264999,191.199997,174.161102,239100
2010-02-17,192.000000,192.699997,187.800003,188.970001,172.129868,414590
2010-02-18,189.970001,189.970001,185.100006,185.785004,169.228714,884210
2010-02-19,185.005005,186.800003,184.009995,185.910004,169.342560,72790
2010-02-22,187.500000,187.979996,182.000000,182.550003,166.281967,119950
2010-02-23,185.100006,185.100006,176.000000,178.520004,162.611115,621410
2010-02-24,182.500000,182.500000,174.250000,176.145004,160.447769,722660
2010-02-25,175.100006,177.494995,171.214996,176.535004,160.802994,1812350
2010-02-26,174.600006,182.500000,174.199997,180.994995,164.865570,243720
2010-03-02,175.600006,188.304993,175.600006,186.994995,170.330887,287840
2010-03-03,187.994995,200.044998,186.500000,198.119995,180.464417,1213080
2010-03-04,198.800003,199.554993,192.550003,196.820007,179.280319,498000
2010-03-05,197.399994,199.000000,195.149994,196.205002,178.720139,154450
2010-03-08,198.000000,198.000000,193.699997,194.270004,176.957550,108280
2010-03-09,193.500000,195.994995,193.500000,194.470001,177.139694,106080
2010-03-10,193.235001,195.945007,192.500000,193.985001,176.697922,344470
2010-03-11,185.369995,195.800003,185.369995,194.199997,176.893768,95630
2010-03-12,194.500000,195.899994,190.205002,191.815002,174.721313,125790
2010-03-15,192.000000,192.899994,188.500000,189.735001,172.826691,154890
2010-03-16,189.699997,199.035004,187.500000,190.509995,173.532623,987590
2010-03-17,191.110001,197.800003,191.014999,196.940002,179.389618,1124780
2010-03-18,198.490005,200.100006,195.500000,199.460007,181.685074,2050090
2010-03-19,200.095001,202.384995,198.500000,199.440002,181.666840,218830
2010-03-22,199.440002,201.449997,196.104996,196.854996,179.312180,156960
2010-03-23,198.500000,199.550003,196.139999,196.809998,179.271179,246090
2010-03-25,196.000000,198.500000,196.000000,196.214996,178.729233,648090
2010-03-26,197.500000,205.990005,196.214996,200.585007,182.709793,1433570
2010-03-29,200.899994,209.600006,199.485001,203.490005,185.355911,1566560
2010-03-30,202.100006,208.000000,202.089996,207.014999,188.566757,817780
2010-03-31,205.000000,209.000000,202.610001,203.884995,185.715698,453620
2010-04-01,206.899994,206.899994,200.604996,202.125000,184.112534,340100
2010-04-05,204.199997,209.100006,202.000000,205.710007,187.378082,177860
2010-04-06,206.000000,206.500000,202.500000,204.289993,186.084610,75260
2010-04-07,206.880005,206.880005,204.000000,204.460007,186.239502,240430
2010-04-08,205.000000,205.899994,200.800003,203.339996,185.219254,367290
2010-04-09,200.800003,205.000000,200.800003,204.455002,186.234863,377180
2010-04-12,204.300003,204.990005,201.589996,204.539993,186.312347,1331360
2010-04-13,203.009995,207.500000,201.199997,205.929993,187.578430,150760
2010-04-15,203.899994,207.500000,202.500000,204.869995,186.612915,223290
2010-04-16,205.800003,207.500000,202.500000,205.184998,186.899826,117490
2010-04-19,202.619995,205.869995,201.225006,204.235001,186.034515,196480
2010-04-20,205.699997,209.979996,204.514999,208.175003,189.623367,541050
2010-04-21,209.000000,211.800003,203.600006,205.000000,186.731339,292940
2010-04-22,206.000000,208.464996,204.000000,207.509995,189.017654,154350
2010-04-23,206.500000,209.899994,206.500000,209.600006,190.921432,185130
2010-04-26,209.149994,210.500000,205.809998,206.785004,188.357285,142880
2010-04-27,206.800003,209.485001,205.199997,206.315002,187.929108,130190
2010-04-28,205.100006,209.994995,205.100006,208.955002,190.333847,1245140
2010-04-29,209.889999,209.889999,207.005005,207.524994,189.031311,759470
2010-04-30,207.600006,209.949997,207.399994,207.880005,189.354660,88670
2010-05-03,207.000000,209.500000,206.360001,208.425003,189.851089,56800
2010-05-04,209.779999,209.990005,207.600006,208.809998,190.201797,62470
2010-05-05,205.399994,207.490005,204.789993,206.059998,187.696838,103590
2010-05-06,205.214996,206.949997,201.199997,203.369995,185.246613,644620
